Fecha de Presentacion;Proyecto;Codigo;Proponente(s);Cargo;Comision;Estado;Total_Propuestas;;;
"Superior""";Cod. AN-2022-2298 / 420063;PLACENCIA TAPIA LUCIA SHADIRA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;Archivado / ;12;;;;
18/5/2022;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Donación y;;;;;;;;;
Trasplante de Órganos;" Tejidos y Células""";Cod. AN-2022-2301 / 420109;MAYORGA TAPIA ROSA BELEN;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;En trámite / Difusión para Primer Debate;6;;;
17/5/2022;Proyecto de Ley Orgánica Reformatoria al Código Orgánico de la Función;;;;;;;;;
"Judicial""";Cod. AN-2022-2295 / 419961;CHIMBO CHIMBO SEGUNDO JOSE;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Archivado / Registro de Objeción Total;7;;;;
17/5/2022;Proyecto de Ley Orgánica Reformatoria al Código Orgánico de Organización;;;;;;;;;
Territorial; Autonomía y Descentralización y a Ley de Reconocimiento a los Héroes y;;;;;;;;;
"Heroínas Nacionales""";Cod. AN-2022-2296 / 420038;CHUMPI JUA JOSE CELESTINO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;Retirado / Registro del Proyecto;5;;;;
16/5/2022;Proyecto de Ley Orgánica Reformatoria de la Ley Orgánica de la Función;;;;;;;;;
"Legislativa""";Cod. AN-2022-2294 / 419949;VANEGAS CORTAZAR RICARDO XAVIER;ASAMBLEISTA / ASAMBLEA NACIONAL ;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;10;;;;
12/5/2022;Proyecto de Ley Orgánica para Reparar a la Provincia de Bolívar por los Efectos;;;;;;;;;
"Derivados de la Explotación de Recursos Naturales por Venta de Energía Eléctrica""";Cod. AN-2022-2292 / 419813;PAZMIÑO ARREGUI MIREYA KATERINE;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad;En trámite / Revisión en Comisión para Primer Debate;5;;;;
11/5/2022;Proyecto de Ley Código Orgánico de Consulta Previa Libre e Informada,;;;;;;;;;
"Ambiental y Legislativa""";Cod. AN-2022-2293 / 419723;CHIMBO CHIMBO SEGUNDO JOSE, CALO CAISALITIN PETER FERNANDO, QUISHPE LOZANO SALVADOR, SANCHEZ URGILES SANDRA SOFIA, CALAPUCHA GREFA EFREN NOE, CORDOVA VALVERDE CESAR MARCEL(DEFENSOR DEL PUEBLO);ASAMBLEISTAS - DEFENSOR DEL PUEBLO / ASAMBLEA NACIONAL - DEFENSORIA DELPUEBLO;Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad;En trámite / Revisión en Comisión para Segundo Debate;1;;;;
10/5/2022;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica para la Institucionalización del Festival Internacional de Artes Vivas de Loja como Espacio de Encuentro y Fomento de las Expresiones Culturales e Identidad del Ecuador;Cod. AN-2024-2848 / 419707;MALDONADO ONTANEDA BYRON VINICIO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;En trámite / Difusión para Segundo Debate;10;;;
10/5/2022;Proyecto de Ley Orgánica para el Desarrollo Sostenible del Sector Cafetalero.;Cod. AN-2022-2290 / 419706;MALDONADO ONTANEDA BYRON VINICIO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero;En trámite / Revisión en Comisión para Segundo Debate;10;;;
6/5/2022;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica del Sistema de Contratación Pública.;Cod. AN-2022-2283 / 419573;HOLGUIN NARANJO  MARCELA PRISCILA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Revisión en Comisión para Primer Debate;32;;;
6/5/2022;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de;;;;;;;;;
"Discapacidades""";Cod. AN-2022-2288 / 419571;HOLGUIN NARANJO  MARCELA PRISCILA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad;En trámite / Analisis de la respuesta emitida por la Corte Constitucional;32;;;;
5/5/2022;Proyecto de Ley Orgánica de Enfermedades Catastróficas, Raras o;;;;;;;;;
"Huérfanas""";Cod. AN-2022-2287 / 419462;VITERI JIMENEZ NATHALIE MARIA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;En trámite / Revisión en Comisión para Primer Debate;8;;;;
5/5/2022;Proyecto de Ley de Reforma a la Ley del Banco del Instituto Ecuatoriano de;;;;;;;;;
"Seguridad Social BIESS""";Cod. AN-2022-2286 / 419443;ABEDRABBO GARCIA JORGE FARAH, NARVAEZ MENDIETA ELINA ALEXANDRA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Revisión en Comisión para Primer Debate;1;;;;
5/5/2022;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Tierras;;;;;;;;;
"Rurales y Territorios Ancestrales""";Cod. AN-2022-2285 / 419413;CALO CAISALITIN PETER FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero;En trámite / Revisión en Comisión para Primer Debate;4;;;;
5/5/2022;Proyecto de Ley de Reconocimiento y Garantía de la Vivienda Familiar en;;;;;;;;;
"las Zonas Rurales del Ecuador (MI PARCELA)""";Cod. AN-2022-2284 / 419435;ALMEIDA MORAN LUIS FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;En trámite / Revisión en Comisión para Primer Debate;7;;;;
5/5/2022;Proyecto de Ley Orgánica del Régimen Especial de Seguridad Social de las;;;;;;;;;
"Fuerzas Armadas""";Cod. AN-2022-2289 / 419402;CASTILLO CARDENAS JESSICA CAROLINA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;Retirado / Registro del Proyecto;6;;;;
4/5/2022;Proyecto de Ley Orgánica Reformatoria al Código Orgánico General de;;;;;;;;;
"Procesos""";Cod. AN-2022-2282 / AN-MGLK-2022-0065-M;MIRANDA GILER LYNE KATIUSKA;ASAMBLEISTA / ASAMBLEA NACIONAL ;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;4;;;;
27/4/2022;Proyecto de Ley para el Refinanciamiento y Facilidades de Pago en Créditos con el Sistema Financiero y No Financiero Nacional, Entidades Emisoras de Tarjetas de Crédito;;;;;;;;;
26/4/2022;Proyecto de Ley para Prevención y Lucha contra el Dopaje;Cod. AN-2024-2795 / 418997;MOLINA JURADO  MARCOS RAUL LUIS;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;En trámite / Revisión en Comisión para Primer Debate;5;;;
26/4/2022;Proyecto de Ley Orgánica reformatoria a la Ley Orgánica para la;;;;;;;;;
Planificación Integral de la Circunscripción Territorial Amazónica que Instituye la;;;;;;;;;;
"Creación del Banco de Desarrollo Amazónico""";Cod. AN-2022-2279 / 418966;QUEZADA PATIÑO EDGAR PATRICIO;ASAMBLEISTA / ASAMBLEA NACIONAL ;No Asignada;No Calificado / Archivado;1;;;;
19/4/2022;Proyecto de Ley Orgánica para la Reestructuración del Sistema Financiero;;;;;;;;;
"que reforma al Código Orgánico Monetario y Financiero""";Cod. AN-2022-2276 / 418661;FAJARDO CAMPOVERDE RODRIGO OLMEDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Revisión en Comisión para Primer Debate;5;;;;
19/4/2022;Proyecto de Orgánica Reformatoria a la Ley Orgánica de Comunicación;Cod. AN-2022-2278 / 418680;ALMEIDA MORÁN LUIS;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Relaciones Internacionales y Movilidad Humana;En trámite / Revisión en Comisión para Primer Debate;8;;;
14/4/2022;Proyecto de Ley Orgánica Reformatoria del Código Orgánico Integral Penal;;;;;;;;;
"(COIP) con referencia a los delitos contra los animales de la fauna urbana""";Cod. AN-2022-2275 / 418548;CORRAL ALAVA RAISA IRINA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;2;;;;
13/4/2022;Proyecto de Ley Orgánica Reformatoria del Código Orgánico Monetario y;;;;;;;;;
"Financiero""";Cod. AN-2022-2274 / 418476;CABEZAS CASTILLO JANETH PAOLA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Revisión en Comisión para Primer Debate;2;;;;
12/4/2022;Proyecto de Ley Orgánica Reformatoria Integral a la Ley Orgánica de la;;;;;;;;;
"Función Legislativa""";Cod. AN-2022-2273 / 418382;GONZALEZ ALCIVAR LUISA MAGDALENA, MENDOZA JIMENEZ PATRICIA MOSERRAT;ASAMBLEISTAS / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;1;;;;
7/4/2022;Proyecto de Ley Reformatoria a la Ley de Seguridad Social para la Jubilación Especial para el Cuerpo de Vigilancia de la Comisión de Tránsito del Ecuador;Cod. AN-2022-2272 / 418190;ZAMBRANO VALLE  EDUARDO MAURICIO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Difusión para Segundo Debate;2;;;
7/4/2022;Proyecto de Ley Interpretativa de los Artículos 62 y 63 de la Ley de;;;;;;;;;
"Régimen Tributario Interno""";Cod. AN-2022-2270 / 418193;VITERI JIMENEZ NATHALIE MARIA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;Retirado / Registro del Proyecto;8;;;;
7/4/2022;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Educación;;;;;;;;;
Intercultural y al Código Orgánico de la Economía Social de los Conocimientos;;;;;;;;;;
Creatividad e Innovación para el Fortalecimiento del Servicio Público de Educación en la;;;;;;;;;;
"provincia de Galáp""";Cod. AN-2022-2271 / AN-RCFR-2022-0028-M;ROJAS CUENCA FREDY RAMIRO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;En trámite / Revisión en Comisión para Primer Debate;2;;;;
5/4/2022;Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal;Cod. AN-2022-2269 / 418703;TROYA FUERTES MARCO STALIN;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;2;;;
31/3/2022;Proyecto de Ley Orgánica Reformatoria al Código Orgánico Monetario y;;;;;;;;;
"Financiero""";Cod. AN-2022-2268 / 417867;SEGOVIA MEJIA LUIS BRUNO;ASAMBLEISTA / ASAMBLEA NACIONAL ;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Revisión en Comisión para Primer Debate;6;;;;
30/3/2022;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Tierras Rurales y Territorios Ancestrales;Cod. AN-2022-2267 / AN-CCMW-2022-0077-M;CADENA CARRERA MARLON WULESTER;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero;En trámite / Revisión en Comisión para Primer Debate;5;;;
28/3/2022;Proyecto de Ley Orgánica de Salud Mental Comunitaria;Cod. AN-2022-2266 / 417778;CORREA DELGADO PIERINA SARA MERCEDES;ASAMBLEISTA / ASAMBLEA NACIONAL ;Comisión del Derecho a la Salud y Deporte;Publicado / ;5;;;
24/3/2022;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Movilidad;;;;;;;;;
"Humana""";Cod. AN-2022-2264 / 417538;FLORES ARROYO JUAN FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL ;Comisión de Relaciones Internacionales y Movilidad Humana;Publicado / ;5;;;;
23/3/2022;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Cultura;Cod. AN-2022-2265 / 417700;MEDINA QUIZHPE MANUEL ASUNCION;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;Archivado / Registro de Objeción Total;12;;;
23/3/2022;Proyecto de Ley Orgánica para el Fortalecimiento de la Equidad Territorial a;;;;;;;;;
través de la redistribución de la asignaciones por venta de energía eléctrica; modificatoria;;;;;;;;;
"al Decreto Ley No. 047""";Cod. AN-2022-2263 / 417483;VINUEZA SALINAS JOHN HENRY;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;En trámite / Difusión para Primer Debate;5;;;;
22/3/2022;Proyecto de Ley Orgánica Reformatoria de la Ley Orgánica de la Función;;;;;;;;;
Legislativa que establece el teletrabajo en modalidad excepcional; en horas y días no;;;;;;;;;
laborales y por motivos de salud; como alternativa a las actividades presenciales de;;;;;;;;;
"legislación y""";Cod. AN-2022-2262 / 417465;WEBER MORENO GERALDINE;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;6;;;;
22/3/2022;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de la Función;;;;;;;;;
"Legislativa para el Dinamismo Parlamentario""";Cod. AN-2022-2261 / 417394;CHIRIBOGA HIGH GUIDO ALBERTO;ASAMBLEISTA / ASAMBLEA NACIONAL ;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;2;;;;
22/3/2022;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Comunicación;Cod. AN-2022-2260 / 417363;MOLINA ALVAREZ GISSELLA CECIBEL;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad;En trámite / Revisión en Comisión para Primer Debate;5;;;
21/3/2022;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica Electoral y de Organización;;;;;;;;;
"Políticas para la Protección de la Representación Popular en Democracia""";Cod. AN-2022-2259 / AN-ASRX-2022-0056-M;ALEAGA SANTOS  RONNY XAVIER;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Difusión para Segundo Debate;8;;;;
17/3/2022;Proyecto de Ley Orgánica Reformatoria al Código Orgánico General de;;;;;;;;;
"Procesos""";Cod. AN-2022-2258 / AN-MJPM-2022-0062-M;MENDOZA JIMENEZ PATRICIA MOSERRAT;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;9;;;;
13/3/2022;Proyecto de Ley Orgánica Reformatoria al Código Orgánico de la Niñez y Adolescencia para Regular la Tenencia;Cod. AN-2022-2257 / 416884;CORDOVA VALVERDE CESAR MARCEL;DEFENSOR DEL PUEBLO, ENCARGADO / DEFENSORIA DEL PUEBLO;Comisión de Protección Integral a Niñas, Niños y Adolescentes;En trámite / Difusión para Primer Debate;6;;;
11/3/2022;Proyecto de Ley Orgánica Reformatoria de la Ley Orgánica de Cultura;Cod. AN-2022-2254 / 416855;GUANOLUISA FARINANGO  AMPARO ROCIO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;Archivado / Registro de Objeción Total;3;;;
10/3/2022;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Tierras Rurales y Territorios Ancestrales;Cod. AN-2022-2253 / 416742;MAITA ZAPATA ANGEL SALVADOR;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero;En trámite / Revisión en Comisión para Primer Debate;12;;;
9/3/2022;Proyecto de Ley Orgánica Reformatoria a la Ley de Minería para;;;;;;;;;
"Regularizar la Pequeña Minería y Minería Artesanal""";Cod. AN-2022-2251 / 416619;ESPARZA AGUIRRE DIEGO FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL ;Comisión de Biodiversidad y Recursos Naturales;En trámite / Revisión en Comisión para Primer Debate;9;;;;
9/3/2022;Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal que reforma el delito de Tenencia y Porte de Armas;Cod. AN-2022-2248 / 416635;ALMEIDA MORAN LUIS FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Soberanía, Integración y Seguridad Integral;Publicado / ;7;;;
9/3/2022;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de;;;;;;;;;
"Discapacidades para el ejercicio de Derechos""";Cod. AN-2022-2250 / 416618;ESPARZA AGUIRRE DIEGO FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad;En trámite / Analisis de la respuesta emitida por la Corte Constitucional;9;;;;
8/3/2022;Proyecto de Ley Orgánica Reformatoria al Código Orgánico General de Procesos;Cod. AN-2022-2249 / 416562;ALVAREZ ZAMBRANO FERDINAN ARTURO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;2;;;
3/3/2022;Proyecto de Ley Orgánica para Fomento a la Economía Popular y Solidaria,;;;;;;;;;
Artesanos;" Micro y Pequeña Empresa""";Cod. AN-2022-2247 / 416237;ABEDRABBO GARCIA JORGE FARAH, TORRES COBO LUIS ESTEBAN;ASAMBLEISTAS / ASAMBLEA NACIONAL;Comisión de Desarrollo Económico, Productivo y la Microempresa;Publicado / ;1;;;
3/3/2022;Proyecto de Ley Orgánica de Justicia Crediticia que Reforma el Código;;;;;;;;;
"Orgánico Monetario y Financiero""";Cod. AN-2022-2246 / 416233;VELOZ RAMIREZ REBECA VIVIANA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Revisión en Comisión para Primer Debate;9;;;;
26/2/2022;Trámite para Ratificar o Sustituir Disposiciones Normativas de la Ley Orgánica Reformatoria a la Ley Orgánica de Educación Intercultural;Cod. AN-2022-2241 / 32-21-IN;SENTENCIA CORTE CONSTITUCIONAL.;CC / CC;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;Publicado / ;1;;;
24/2/2022;Proyecto de Ley Orgánica de Gestión Integral de Riesgos, Desastres,;;;;;;;;;
"Endemia y Pandemia""";Cod. AN-2022-2244 / 416039;MOLINA JURADO  MARCOS RAUL LUIS;ASAMBLEISTA / ASAMBLEA NACIONAL ;Comisión de Soberanía, Integración y Seguridad Integral;Publicado / ;5;;;;
24/2/2022;Proyecto de Ley Orgánica Reformatoria de la Ley Orgánica de Cultura;Cod. AN-2022-2245 / 416051;MEDINA QUIZHPE MANUEL ASUNCION;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;Archivado / Registro de Objeción Total;12;;;
23/2/2022;Proyecto de Código Orgánico de Comunas, Comunidades, Pueblos y;;;;;;;;;
"Nacionalidades""";Cod. AN-2022-2243 / 415990;FARINANGO QUILUMBAQUIN DINA MARIBEL;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad;En trámite / Revisión en Comisión para Segundo Debate;13;;;;
22/2/2022;Proyecto de Ley Reformatoria a la Ley de Seguridad Social y a la Ley del Banco del Instituto Ecuatoriano de Seguridad Social;Cod. AN-2022-2242 / 415971;MEDINA QUIZHPE MANUEL ASUNCION;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho al Trabajo y a la Seguridad Social;En trámite / Revisión en Comisión para Primer Debate;12;;;
22/2/2022;Proyecto de Ley Orgánica para la Atracción de Inversiones, Fortalecimiento;;;;;;;;;
"del Mercado de Valores y Transformación Digital""";Cod. AN-2022-2240 / 415976;LASSO MENDOZA GUILLERMO;PRESIDENTE CONSTITUCIONAL DE LA REPUBLICA / PRESIDENCIA DE LA REPUBLICA;Comisión de Desarrollo Económico, Productivo y la Microempresa;Archivado / ;9;;;;
21/2/2022;Proyecto de Ley Orgánica Reformatoria al Código Orgánico de;;;;;;;;;
Organización Territorial; Autonomía y Descentralización para otorgar funciones a las;;;;;;;;;
"Viceprefecturas y Vicealcaldías del País""";Cod. AN-2022-2239 / 415859;SANCHEZ URGILES SANDRA SOFIA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;Archivado / ;5;;;;
19/2/2022;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Garantías;;;;;;;;;
Jurisdiccionales y Control Constitucional para Garantizar el Disfrute del más Alto Nivel;;;;;;;;;;
"Posible de Salud""";Cod. AN-2022-2238 / AN-MJPM-2022-0042-M;MENDOZA JIMENEZ PATRICIA MOSERRAT;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad;En trámite / Revisión en Comisión para Primer Debate;9;;;;
